Protocol,Source IP,Destination IP,Source MAC,Destination MAC,Packets,Time,label
DNS,250.116.99.37,155.66.135.72,02:FF:1D:51:2D:75,C7:2E:E3:90:E9:F2,39,24.819072384942864,0
ARP,199.182.61.204,94.103.252.103,FE:E3:01:52:47:42,9F:13:FA:9B:C6:7F,168,65.25613921660688,1
DNS,154.18.63.245,45.55.30.243,F3:14:29:3F:39:E9,4E:2F:56:3B:25:84,31,25.890816898888136,0
DNS,156.161.134.89,161.144.21.250,16:B0:44:FC:F3:D0,95:64:02:C5:C1:11,8,23.150411110076597,0
HTTP,85.115.57.19,238.218.25.218,88:B0:CA:0B:22:7B,EC:88:E1:55:F6:A3,42,42.468967958989424,0
ICMP,135.24.198.29,24.133.182.139,D1:DF:53:D5:7E:95,1F:C6:00:27:28:63,27,28.148751822052443,0
ARP,59.54.120.232,169.137.189.146,C3:56:97:5E:1E:CC,DB:FF:DD:B1:25:0E,200,86.82392127919938,1
ARP,167.111.5.248,126.140.255.112,54:F5:E8:26:82:82,54:F5:E8:26:82:82,120,26.3358681633189,1
ARP,195.161.191.40,113.237.27.240,03:37:A4:D6:52:9C,03:37:A4:D6:52:9C,62,45.48129105796291,1
HTTP,230.3.179.97,104.148.67.239,6B:21:D4:BD:06:59,59:72:5A:06:A0:19,7,92.18083788868805,0
ARP,52.11.223.231,60.60.158.41,1B:0E:8F:DB:05:0B,00:59:2B:28:5D:60,59,63.5147923864524,1
ARP,82.94.231.110,53.215.160.206,DF:40:8F:D3:EC:51,DF:40:8F:D3:EC:51,194,24.50221865415734,1
ARP,247.63.225.164,96.104.95.110,75:DA:E7:3C:D1:B0,D0:08:45:BC:F7:D0,165,80.62747835585515,1
DNS,1.173.84.5,166.51.233.116,E5:AB:E6:13:18:52,4B:92:E6:28:32:68,20,94.84178823149013,0
HTTP,216.203.229.180,150.25.75.6,4F:B3:DA:96:F6:4A,B7:79:1B:97:5C:ED,21,36.72550114772637,0
DNS,122.155.42.64,220.28.152.254,DE:6B:52:87:6B:22,DD:58:CA:F7:F5:B6,5,71.50905129576903,0
ICMP,31.67.247.216,60.63.122.226,A1:32:01:B3:5E:7D,62:61:60:12:2D:9B,29,97.86600956705243,0
HTTP,56.143.153.144,18.214.136.63,9E:DB:F6:98:D2:20,A4:2A:0E:A1:4D:10,48,99.34799463516397,0
HTTP,107.161.57.82,45.37.193.215,03:1F:4D:5A:22:B4,E1:82:85:90:D8:B1,21,3.4717089160512193,0
ICMP,91.28.215.59,223.97.82.208,C9:A0:5A:96:8A:F1,7C:7B:06:AA:5A:64,49,79.96180055036297,0
ARP,148.22.42.151,127.119.51.249,C3:11:6A:5D:96:59,C3:11:6A:5D:96:59,104,89.22328711990546,1
ICMP,235.171.29.87,98.30.241.104,A1:F3:61:B6:0B:32,72:D0:FA:8C:D9:04,40,97.04885612225212,0
HTTP,159.234.87.107,131.81.152.238,CF:88:54:48:2E:F3,47:A8:8D:20:CA:36,18,15.350124406738752,0
ICMP,175.112.194.107,195.207.145.29,80:4F:D6:56:EE:9A,FC:DA:EF:5D:D3:7C,5,41.38203072265826,0
ARP,204.184.198.137,100.118.19.115,47:E1:D7:2B:21:27,47:E1:D7:2B:21:27,80,58.02096305017766,1
DNS,131.127.113.222,179.75.63.132,A1:AB:9D:5A:3F:EC,95:7C:30:A9:F2:81,29,49.67294184004306,0
ARP,235.237.251.175,242.148.114.244,63:EC:2E:A8:94:3C,63:EC:2E:A8:94:3C,106,87.86780023937048,1
ARP,223.251.25.216,162.117.250.170,CD:6E:8A:D1:97:2D,CD:6E:8A:D1:97:2D,101,80.05712559851344,1
HTTP,25.155.173.50,41.25.126.54,2E:AF:24:72:33:E3,3B:53:CE:33:02:FA,40,95.78346663940718,0
HTTP,73.189.206.116,62.107.42.119,97:A6:53:F3:B9:B8,EE:64:5F:FB:29:12,31,1.4704961020892915,0
ARP,50.63.237.183,64.39.194.227,0D:05:57:99:64:A1,2D:23:88:24:77:64,160,70.34784414137094,1
ARP,245.248.163.164,254.227.240.119,74:CF:70:61:D1:68,29:90:13:35:09:C6,156,13.886650008873879,1
ARP,67.6.179.26,17.123.200.140,78:D5:C7:9A:E6:A7,78:D5:C7:9A:E6:A7,155,89.79921540108342,1
DNS,150.236.123.196,111.176.146.60,7B:8A:5E:84:F4:05,70:C1:C0:D7:F5:DE,50,59.15877730707674,0
ARP,5.60.143.82,170.125.173.23,91:20:65:83:DD:C0,95:99:81:B6:93:C9,158,59.907541914548766,1
ARP,48.167.168.192,119.126.184.71,31:27:1A:70:80:C4,30:3F:22:D1:DA:30,52,43.707392240149126,1
DNS,223.54.99.206,110.23.253.130,44:C9:19:35:7B:A3,39:50:AC:93:33:A7,18,92.50529999120509,0
ICMP,60.43.33.143,18.255.186.39,81:A0:D5:AB:42:FB,1B:11:34:52:1E:E6,50,78.0051592726652,0
ARP,157.105.203.110,103.48.231.187,9A:DF:17:40:F5:D3,A0:B1:A1:59:8A:17,140,23.801953947419985,1
HTTP,139.81.136.155,4.174.161.223,EB:68:67:6B:AD:DF,AC:EC:1A:F8:9C:4C,19,10.280604927858917,0
ARP,158.105.66.161,166.99.173.222,96:C0:F2:98:FF:A2,96:C0:F2:98:FF:A2,105,90.73788076989987,1
ARP,229.43.25.241,91.92.201.69,AB:22:89:9B:7B:67,AB:22:89:9B:7B:67,174,13.81134108576405,1
ARP,239.122.143.161,167.44.188.69,5B:A0:67:5A:3A:F7,E7:29:D5:09:3E:2E,171,83.10170337706431,1
DNS,124.12.184.49,90.44.83.174,66:29:4C:DF:39:84,EC:30:76:CA:52:7B,22,11.470608290801332,0
HTTP,98.170.166.70,199.148.93.208,3C:DB:C8:5F:9B:02,90:4C:D0:1E:C9:1B,39,29.8169419705031,0
ARP,200.231.86.60,190.7.104.86,E7:BE:25:FA:18:3C,74:81:65:7C:49:02,77,64.84281399974479,1
ARP,39.242.254.115,5.84.122.105,5B:03:E3:43:DF:CC,5B:03:E3:43:DF:CC,92,25.514945238959253,1
ARP,160.11.116.93,207.200.106.209,3A:6E:24:40:30:E6,3A:6E:24:40:30:E6,79,82.22072882562225,1
ARP,110.26.143.74,118.116.86.143,2C:C7:3D:B1:1F:C3,2C:C7:3D:B1:1F:C3,72,73.38421330142097,1
ARP,7.67.241.73,170.123.133.244,79:14:86:95:CB:4D,79:14:86:95:CB:4D,186,65.94850378077528,1
ARP,83.247.131.37,160.234.229.164,15:4C:8B:9A:30:25,44:11:16:5E:24:A0,129,76.24782295350153,1
ARP,27.51.151.179,115.44.215.110,3F:A8:08:6B:C6:40,3F:A8:08:6B:C6:40,120,77.15142585341445,1
DNS,32.5.147.202,141.74.87.30,0D:48:EA:50:BF:63,D7:95:5D:E6:50:ED,3,79.09422568133454,0
ARP,150.10.117.85,21.97.120.168,A1:40:36:41:C3:59,1A:31:98:95:A7:CF,89,32.74207102893874,1
ARP,218.89.191.215,126.97.218.224,57:CA:D7:A1:3A:60,5A:4D:F2:4E:ED:E6,58,61.98058019380102,1
ARP,26.30.14.82,185.21.124.226,A5:07:D5:E4:AC:63,25:D2:F2:9B:48:35,113,68.38774285223994,1
ARP,83.196.127.111,17.88.27.89,87:35:96:BF:B1:33,87:35:96:BF:B1:33,173,1.3522786800017506,1
DNS,226.85.166.166,119.105.128.215,36:50:53:E5:02:BF,D7:01:F1:3B:3E:B9,33,74.41628743676017,0
ARP,48.103.68.240,82.71.157.139,8E:57:35:D9:59:20,D5:34:47:14:EA:ED,59,29.67967402613405,1
DNS,159.83.50.77,178.122.92.88,CD:E4:4A:C7:65:C1,D5:BC:36:46:4B:19,27,12.952746600410558,0
DNS,22.43.89.254,6.236.194.120,F6:3F:41:0A:BA:EC,DD:D0:37:4D:53:05,33,49.86533276235956,0
HTTP,64.19.248.79,90.208.177.136,80:17:ED:42:45:D7,85:BE:15:55:EF:8F,12,96.41291512946472,0
ARP,252.196.233.133,228.164.215.38,71:72:1E:5C:C2:1A,71:72:1E:5C:C2:1A,170,78.56757419095294,1
ARP,57.86.38.66,174.41.11.88,BB:FC:F3:9F:85:BF,F6:08:27:1A:3A:8F,131,57.344198763677625,1
ARP,160.174.192.44,30.90.239.89,C5:40:B1:34:9D:1B,7A:01:67:76:B3:AF,107,8.256196081988987,1
ARP,93.86.205.100,10.33.128.45,D5:22:79:BE:E3:33,D5:22:79:BE:E3:33,160,64.86300994613504,1
ARP,204.39.250.169,22.156.101.60,26:B9:90:BB:4C:2B,26:B9:90:BB:4C:2B,115,75.38754177969419,1
ICMP,254.220.248.153,115.10.215.240,6E:DE:B2:BD:02:33,FD:7C:4B:30:03:29,17,95.48102512938118,0
HTTP,206.212.211.243,85.222.32.32,8C:D6:C3:57:63:A7,14:D6:7F:8F:64:59,32,10.064674313123579,0
HTTP,199.195.60.37,51.189.113.52,3E:50:61:35:37:4A,FB:6F:24:68:03:44,33,32.94270463553407,0
ARP,71.14.174.199,183.62.28.252,A7:75:BA:E4:16:E3,19:FD:2A:9A:BB:5E,64,31.541573251667486,1
ARP,234.36.173.79,77.13.255.155,78:FE:A2:2D:C3:D4,78:FE:A2:2D:C3:D4,99,39.59648315918849,1
ARP,232.23.63.20,159.45.102.153,D4:E2:DE:A5:95:21,D0:2F:33:8D:9D:72,68,85.02044688725819,1
ARP,89.137.23.92,114.149.0.143,F3:C5:70:06:B7:C5,6B:90:1A:B0:31:15,164,9.312115171402347,1
ARP,252.159.95.161,247.97.160.172,DC:84:E0:52:FB:C8,DC:84:E0:52:FB:C8,113,23.567353415032844,1
ICMP,218.112.87.234,136.118.2.98,C6:2F:47:FC:CD:63,58:A4:E9:2E:63:01,35,54.87646012124255,0
ARP,58.189.159.238,242.204.236.87,92:D1:1A:7C:0B:1D,90:8D:71:EB:D5:89,192,33.30700675947026,1
DNS,132.162.29.42,164.124.163.101,82:3B:84:58:98:47,EF:D5:A8:24:E9:FA,6,57.90013134320387,0
HTTP,62.228.201.29,243.175.150.130,D4:D2:3E:8D:2D:77,E4:D7:46:1A:82:7D,20,50.64048670282267,0
ARP,233.173.184.104,72.172.16.46,67:FA:B7:CC:FC:7A,FB:5B:8E:D7:4E:C2,199,63.58885526943484,1
DNS,25.67.198.119,92.238.212.204,C2:DB:92:1D:13:2B,60:8A:8D:C6:A7:62,38,4.388879265005796,0
ARP,220.175.164.111,54.126.97.63,69:CA:37:F8:D9:24,69:CA:37:F8:D9:24,196,44.05429527386892,1
HTTP,25.34.244.47,180.255.244.175,32:45:A0:32:79:1B,A9:6D:FC:F5:39:C3,44,80.36485488378187,0
DNS,56.54.148.165,214.29.34.180,F8:B9:F7:6D:F1:83,AD:1F:83:50:66:81,19,32.93355144681214,0
DNS,125.128.209.213,195.86.32.218,CC:34:FE:AA:89:70,AD:A3:B8:B7:C7:4D,5,6.633280688455279,0
ICMP,204.134.192.195,33.213.164.16,38:2F:11:73:98:85,B6:78:8C:13:39:FF,33,48.24653825994537,0
DNS,242.183.120.255,116.7.107.3,06:72:68:81:57:C3,63:C8:ED:84:19:0D,27,96.17585777083731,0
ARP,138.33.86.110,0.61.210.145,62:B6:DA:3D:56:E8,11:99:C8:0C:EC:AE,156,87.5741378179784,1
HTTP,190.66.224.29,46.153.53.163,92:65:E9:B1:72:C3,BF:60:5D:C7:1E:2B,14,18.800655961402924,0
DNS,214.156.87.217,145.249.48.40,71:03:D1:16:64:A6,D3:47:D7:08:73:82,35,64.23452372740344,0
ARP,92.208.112.4,59.226.36.151,6C:95:82:3C:8F:1A,6C:95:82:3C:8F:1A,106,89.92404180164037,1
ICMP,182.25.206.202,177.2.86.108,D9:C9:CF:ED:87:8A,C8:83:AE:F0:1E:57,14,18.556297144243416,0
DNS,234.198.35.20,92.58.130.79,2D:AC:69:B5:83:FB,F6:6F:67:E7:1E:CF,10,29.66922032760112,0
ARP,98.23.31.195,12.17.114.144,D3:27:29:38:DE:EB,63:36:E2:68:68:2C,58,12.91375115744624,1
HTTP,89.170.106.112,119.201.19.62,4D:0A:EF:88:C4:BC,FF:C9:91:C7:DC:F1,5,47.076438926693356,0
ARP,139.26.151.87,1.35.19.56,16:CD:B0:09:8F:17,05:5A:90:41:F3:57,165,46.78279885759638,1
ARP,88.177.156.165,63.153.209.255,0D:C8:64:29:0B:6D,0D:C8:64:29:0B:6D,75,76.66474515402882,1
HTTP,154.119.170.29,194.246.17.143,30:4A:82:BB:32:29,56:D2:02:52:1E:46,45,68.41267042429641,0
ARP,45.54.9.82,89.17.134.138,95:4A:7D:E7:C8:28,95:4A:7D:E7:C8:28,103,47.29465977211936,1
HTTP,213.52.2.241,140.87.12.38,59:4B:61:DB:FB:47,76:B7:2E:FC:BC:0E,6,92.28282613340792,0
DNS,118.156.20.139,135.51.142.28,68:88:86:68:59:B4,34:6E:88:DE:7C:68,42,16.441441470108497,0
ARP,218.183.100.104,33.45.173.135,A2:37:F5:BF:CF:A1,A2:37:F5:BF:CF:A1,149,71.09687126706099,1
ARP,59.230.152.117,44.213.214.133,53:F5:14:84:6C:FF,53:F5:14:84:6C:FF,172,76.99265042604469,1
ARP,47.118.244.45,195.13.201.168,79:B2:57:DA:EA:86,79:B2:57:DA:EA:86,200,2.0587580669819583,1
HTTP,190.246.59.169,120.202.102.234,53:6A:54:05:AC:6C,5E:D6:68:54:4C:60,38,81.78979169774324,0
DNS,241.84.74.227,43.193.237.76,15:68:7A:7F:F1:C5,1E:4A:14:DC:F9:73,25,96.30836999952498,0
HTTP,206.208.88.6,171.58.35.54,11:9A:17:44:04:09,1F:97:5E:ED:37:72,40,13.092336380002045,0
HTTP,244.146.137.193,53.253.93.227,FB:63:0A:FE:F2:44,0A:57:FD:6D:25:CE,46,37.10955373345449,0
DNS,249.178.131.194,12.250.112.206,A0:52:8E:E1:A9:B7,AA:51:01:7B:DA:31,16,54.37603554246083,0
DNS,92.126.191.119,8.244.205.5,4C:39:BC:94:D9:75,D3:A5:E8:80:A7:52,29,61.650154707869284,0
HTTP,49.88.27.99,0.75.37.26,B2:7C:BB:6E:00:85,97:FA:58:6D:6F:A9,45,56.88326242819887,0
DNS,10.85.16.37,128.92.29.23,5E:B7:EA:BB:EA:01,E6:71:AE:03:A6:2C,23,67.91332345548209,0
HTTP,166.44.247.241,48.188.158.71,EB:B0:45:1B:8E:46,ED:81:98:79:62:A0,38,11.719818977379203,0
HTTP,132.194.93.167,157.180.202.90,1B:C1:DD:30:82:2C,8B:FB:FC:F3:AE:50,47,22.00980288632931,0
DNS,129.90.226.30,198.106.101.52,8E:46:85:69:77:C5,82:DA:0D:EF:79:85,1,64.53187517645767,0
DNS,87.153.254.170,51.40.244.7,27:CC:E9:19:95:1C,C7:77:EE:DB:41:E9,43,20.616216175987077,0
ARP,84.208.49.233,24.237.254.243,56:88:31:04:C8:D7,56:88:31:04:C8:D7,63,64.39922997605487,1
HTTP,50.228.156.0,73.150.41.14,C8:9A:02:D4:4F:E2,2A:A2:CE:39:89:65,22,15.29337266443549,0
ARP,250.185.87.142,17.204.174.76,48:BA:F2:91:47:02,48:BA:F2:91:47:02,141,4.250531642926269,1
HTTP,180.103.220.8,162.158.140.236,89:F0:65:48:4E:C8,1C:91:1B:F5:37:53,7,64.56973637470115,0
ARP,247.125.250.17,97.99.112.91,D2:CA:A8:3D:8B:00,D2:CA:A8:3D:8B:00,114,85.16895421579392,1
ICMP,127.98.138.229,65.4.49.245,55:07:2D:95:2F:8A,BE:56:E9:2D:A7:17,23,22.920609787764846,0
HTTP,246.7.47.225,117.214.101.227,DC:0B:86:C6:F5:DE,08:65:70:A4:F1:8F,50,0.9444816232907494,0
ARP,14.71.45.15,79.245.180.233,AC:3D:57:6E:AE:9A,0B:B2:02:06:B4:BF,176,11.501159922027027,1
ARP,168.84.93.73,255.249.135.145,4B:C9:99:27:70:A8,4B:C9:99:27:70:A8,74,7.35871987926715,1
ARP,99.251.207.245,105.213.167.38,58:26:51:48:21:D6,58:26:51:48:21:D6,81,49.28476693241506,1
DNS,198.36.192.30,252.119.167.51,AF:A8:92:BD:84:03,7B:10:FB:C4:C2:56,32,17.880925100128653,0
DNS,175.89.38.189,245.8.92.46,6F:E0:85:54:ED:BD,E0:41:53:39:0F:31,43,20.277692709966487,0
ICMP,164.206.156.128,11.178.208.147,A4:08:06:7A:D5:60,E5:CB:E3:FA:89:DF,26,15.662258045269384,0
ARP,105.199.35.196,222.199.150.192,4D:71:75:F1:C8:EA,4D:71:75:F1:C8:EA,130,31.653739209180777,1
HTTP,32.30.157.107,92.130.193.85,CF:5F:BF:D8:9F:B8,AF:C3:4B:63:38:69,28,62.10322509986928,0
DNS,225.55.179.187,71.121.248.225,9E:5D:36:DD:E1:41,B6:B6:2B:49:02:95,10,53.6132207600589,0
ICMP,119.200.154.147,205.74.48.100,D8:AF:64:0D:A9:1D,DB:3E:7C:51:06:97,2,67.79567993146296,0
ICMP,158.56.69.15,123.146.244.65,7E:C6:DD:B1:31:87,7F:FF:01:5E:15:F5,8,82.8045285253389,0
HTTP,75.108.114.23,199.41.90.233,22:F8:A7:6D:9E:1A,5B:F4:03:60:85:C7,32,88.59252387693918,0
DNS,11.166.73.208,250.65.35.33,1A:A5:A1:57:24:F0,6B:56:BF:21:42:26,19,60.090392212911404,0
DNS,100.71.213.229,31.10.177.160,F2:EB:69:76:CB:D2,F2:AF:33:99:76:C7,2,89.48853426792851,0
ARP,94.5.194.218,205.164.204.205,E8:96:86:0F:AC:5A,3F:59:47:82:61:26,131,64.02947040967587,1
HTTP,190.70.212.32,212.220.79.72,AB:73:38:6B:30:6A,3E:6F:29:84:0F:65,49,97.97225688464714,0
DNS,157.212.14.109,121.78.162.114,C2:13:C2:EE:5E:00,79:3F:D8:0D:FD:99,24,43.826562322192984,0
ICMP,6.74.35.212,7.143.4.41,57:39:16:DF:64:30,D2:46:CD:EF:2F:CE,20,3.520458659940484,0
ARP,0.253.19.80,183.193.143.222,43:B9:4F:B0:33:74,F2:F4:E7:59:0B:B5,67,85.68512416222808,1
HTTP,252.135.206.31,24.198.166.207,77:50:6E:D4:4C:A1,FF:33:D3:12:1D:16,40,97.75244388314768,0
DNS,82.200.77.151,189.62.221.67,C7:1D:81:1B:D1:AC,AD:99:E0:0A:DB:85,23,2.647840084894204,0
ARP,214.146.250.126,174.124.226.181,EC:A3:2E:82:F5:F2,FC:D5:91:AD:57:50,72,7.682810969957988,1
HTTP,73.18.2.26,9.174.60.59,70:EC:40:BC:2F:EF,E7:44:A7:AE:06:07,50,54.6869360604612,0
ARP,225.218.37.216,167.29.66.49,42:5A:37:AD:02:D6,AC:05:6E:C9:C3:B3,84,69.402633504523,1
ARP,17.173.215.130,81.206.208.104,8F:67:85:35:1F:0B,8F:67:85:35:1F:0B,162,64.75208561955247,1
ARP,36.197.239.221,73.32.4.25,0F:92:AA:CB:DE:90,0F:92:AA:CB:DE:90,178,30.08323892389241,1
ARP,242.1.244.219,230.218.224.86,A8:29:B8:A0:21:AE,A8:29:B8:A0:21:AE,148,55.267061862418956,1
ARP,244.191.96.185,15.191.34.147,AC:76:82:26:0C:29,AC:76:82:26:0C:29,106,27.846011461554966,1
HTTP,80.67.49.160,201.78.51.103,A4:FF:09:51:53:62,3D:C2:61:FB:EE:58,8,54.488194213760764,0
ARP,216.35.76.192,89.14.194.173,98:46:92:37:98:03,05:4D:3D:5A:4C:32,177,0.47034978290522167,1
ARP,41.136.5.221,71.169.163.166,8F:08:2F:E7:9E:A2,5D:87:E2:6C:36:2D,73,40.278753110158284,1
HTTP,42.255.241.215,172.243.97.102,8A:91:AA:55:7E:52,FF:80:FE:65:E2:EA,30,0.7862716549976168,0
ARP,91.75.250.164,108.89.44.166,DE:49:D6:B4:20:9C,DE:49:D6:B4:20:9C,192,18.545873357732244,1
HTTP,207.49.189.181,7.158.250.212,56:92:D8:46:D1:94,CF:25:EC:EE:F5:12,29,99.81297481229873,0
ARP,110.119.67.116,110.109.69.230,51:A1:E2:DA:94:1A,CF:29:DE:6E:A9:35,127,98.33813027861463,1
DNS,44.72.133.76,54.200.132.127,7D:2D:F6:FF:26:61,C2:DB:8F:7F:92:B6,30,90.81701243685572,0
HTTP,245.212.120.67,91.28.117.201,6B:F3:DE:59:7D:0B,F9:70:59:32:1B:15,15,36.9635905501993,0
HTTP,251.31.118.72,207.88.54.51,95:7D:6E:E7:1E:9D,A7:06:0F:90:8F:94,43,29.34885335971623,0
DNS,17.84.247.189,212.99.20.24,C5:CA:6B:78:DD:19,ED:EB:79:4F:F0:ED,49,58.683332912876715,0
DNS,115.195.56.250,231.206.67.4,53:6A:68:3A:E3:A5,66:93:A6:F1:1E:7E,28,1.986469776026567,0
ARP,90.157.119.56,222.56.165.40,A7:2A:C3:24:24:03,AA:EA:EF:97:63:E0,93,40.19830342062593,1
ICMP,137.73.73.18,171.133.145.46,D2:77:EA:03:32:D5,46:DB:F9:49:83:CE,32,56.49783357960773,0
ARP,39.186.39.144,197.177.61.211,6A:F1:57:C1:09:C9,6A:F1:57:C1:09:C9,84,61.95021033347475,1
HTTP,37.187.215.149,2.50.248.86,5B:E8:05:A0:4C:D7,CB:94:F9:9D:0B:E5,43,21.73949940682023,0
DNS,178.154.15.30,39.207.153.95,28:C9:EB:CD:3D:58,D0:06:10:34:09:30,10,20.041258722724432,0
ARP,221.2.86.254,252.134.229.4,1B:B8:0E:8E:34:3F,1B:B8:0E:8E:34:3F,115,11.341732749323407,1
ARP,34.131.67.158,92.186.180.235,E5:AF:81:E8:EB:B4,A1:E6:17:3F:C8:79,200,42.548297653999,1
HTTP,229.0.246.63,59.141.13.140,47:E9:59:8D:94:9C,67:04:AB:8E:0C:85,14,87.09872933640315,0
ARP,222.195.41.121,131.190.21.86,ED:61:23:E0:F1:F0,7D:A8:0C:E0:BE:D8,164,72.96487124781036,1
ARP,37.31.72.141,199.182.184.50,6B:E5:E6:63:44:C5,6B:E5:E6:63:44:C5,91,26.27897013221274,1
DNS,18.20.117.26,64.115.101.72,63:B9:14:9A:0E:14,1B:55:D7:95:D3:5C,6,37.79196470662346,0
HTTP,197.54.92.176,41.69.27.220,2F:6D:FA:7D:BB:82,77:9B:66:E0:85:7A,45,0.2879604012778758,0
ARP,122.196.75.245,32.17.51.148,24:C1:2B:64:12:F7,24:C1:2B:64:12:F7,69,55.16825952544623,1
DNS,100.2.43.37,30.229.167.166,88:EF:F2:48:35:8E,E5:33:AA:93:A4:95,45,41.29059808144948,0
HTTP,108.109.140.120,194.182.40.222,2D:C6:5E:08:90:4E,12:5B:B1:AA:98:EA,23,45.43150370712037,0
ARP,137.0.205.165,118.184.222.60,21:BA:EB:05:07:AE,E6:2E:06:48:67:9E,166,13.260737585507309,1
ARP,117.13.17.98,0.247.245.7,11:F8:E4:13:BC:5A,11:F8:E4:13:BC:5A,105,34.928153630898365,1
HTTP,170.30.130.57,155.17.168.215,43:DC:0E:90:15:E0,55:D9:D0:5A:D5:F5,16,74.14147439002508,0
DNS,248.37.241.125,209.78.225.171,95:06:59:98:54:A8,BF:06:AE:DF:0A:6A,11,35.10903870661159,0
DNS,151.190.59.133,50.231.89.117,08:FD:2F:0C:60:2D,A9:42:3B:04:47:45,24,35.67797677513155,0
ARP,109.0.65.7,12.242.101.160,54:A6:B9:11:0A:83,B8:64:87:8B:44:65,167,11.90103399316287,1
ARP,145.254.26.102,201.98.248.200,2B:22:CF:D2:87:46,4D:9D:A9:CE:7E:3C,59,58.851370830946294,1
ARP,87.208.209.251,75.62.51.171,52:36:9F:C8:E1:01,76:94:19:6E:33:A2,189,45.8565156578216,1
ARP,31.82.244.32,23.225.201.126,95:10:2F:2F:4E:80,27:46:7D:E0:45:65,91,48.28253195104519,1
ARP,8.150.160.71,198.220.108.2,BE:F5:95:88:1C:11,79:CD:4D:AB:4C:53,109,56.01193522862328,1
ARP,85.90.248.100,146.123.84.255,22:2A:F3:46:7A:30,22:2A:F3:46:7A:30,122,71.72329686443565,1
ARP,59.43.115.93,52.209.146.174,5E:75:AB:02:9A:FE,5E:75:AB:02:9A:FE,174,71.20826166948304,1
ARP,29.70.163.60,72.122.12.183,80:74:D5:AC:2B:C8,0F:03:96:2C:D5:05,192,94.98775783423955,1
ARP,119.24.22.176,169.67.99.163,AE:FD:3A:48:68:57,13:86:1D:5B:F0:B5,85,25.185615695596354,1
HTTP,26.109.120.159,91.27.64.34,08:E9:4F:7B:D5:6D,28:79:A7:DD:4C:3E,47,1.3376367746818274,0
ICMP,225.32.179.223,211.222.226.25,8D:9C:AC:BB:84:31,75:73:97:E1:A0:AE,49,25.223610974557577,0
DNS,215.14.126.77,144.183.160.36,63:CE:DE:28:13:4A,6E:1F:B4:B2:26:F2,44,42.26409672150011,0
DNS,93.98.119.48,138.247.138.127,D3:BC:42:16:61:78,1B:C3:6E:F4:A9:83,20,11.200610355291573,0
HTTP,22.171.115.246,27.225.223.46,4E:89:6D:F4:F0:10,8B:AF:8D:C2:62:96,26,46.25440842180616,0
HTTP,93.139.238.83,21.114.181.94,A8:9F:F0:47:EA:DF,E1:E1:00:DF:30:F1,35,11.676507928541469,0
ARP,202.246.78.189,246.16.236.27,D4:6B:69:E2:74:CE,D4:6B:69:E2:74:CE,103,81.0389177322156,1
ARP,49.121.74.237,153.199.246.165,82:2D:15:5C:69:C1,FF:AD:3F:2B:9C:01,120,64.40719037387912,1
ARP,10.107.203.220,126.56.234.116,4F:F9:87:64:C5:88,82:26:63:E2:C8:CA,130,59.7007690929463,1
ARP,193.19.237.53,241.85.13.12,65:CF:54:A4:95:2C,65:CF:54:A4:95:2C,124,67.09277438579984,1
ARP,48.13.162.127,103.214.162.161,F6:D2:78:56:0F:10,F6:D2:78:56:0F:10,107,51.828231393243584,1
ICMP,159.79.83.151,17.35.75.64,A2:81:CA:49:A4:9D,39:B6:52:B6:75:49,38,78.42966565397835,0
ARP,18.248.254.96,129.100.243.243,72:23:4D:B1:BA:B0,09:42:35:B8:FC:6E,137,7.870103021941455,1
ICMP,14.17.202.33,149.38.8.13,17:5D:35:2E:6A:11,D5:B0:59:B5:C7:91,45,57.36468876039318,0
ARP,32.207.182.66,219.12.71.246,93:82:D4:3F:42:55,AD:21:E9:3A:F4:9E,73,57.51906407594654,1
ARP,254.251.44.212,204.194.140.25,8D:E7:E9:73:DD:FF,8D:E7:E9:73:DD:FF,113,54.66344575303582,1
HTTP,130.202.85.108,110.13.75.48,0F:E9:30:D0:E0:A1,79:A2:C0:CB:72:B8,42,82.60773701649572,0
ARP,89.7.128.188,156.180.175.214,4A:3E:DF:F4:8D:E2,FA:98:5F:3B:3A:60,79,83.58159296618798,1
HTTP,20.106.117.22,90.134.219.115,9A:96:9C:A9:D6:EB,22:3B:4F:B2:94:EC,2,75.66987387753662,0
ARP,67.146.134.194,50.0.223.7,65:50:98:C0:0D:DA,8C:1E:50:F8:A3:1C,198,51.321301922076934,1
ARP,223.123.249.49,152.58.119.192,B7:02:9C:9D:2F:E7,69:ED:D3:6E:87:25,171,76.0587884580976,1
ARP,15.43.3.238,186.51.249.188,1F:26:39:9B:7A:30,5A:28:61:29:DE:26,140,19.727380253628013,1
ARP,212.60.25.119,153.234.134.6,9A:5D:45:41:E2:61,9A:5D:45:41:E2:61,84,78.18799080361894,1
ARP,34.116.163.210,131.65.202.248,35:27:AE:CC:3B:12,35:27:AE:CC:3B:12,146,2.3471389225764194,1
DNS,9.198.151.123,213.235.203.29,9E:B9:BE:C8:73:A8,8A:A6:A6:D1:0E:A5,46,66.82034651406642,0
DNS,153.77.181.42,9.88.39.46,CD:F9:52:06:FB:CC,F2:0F:6C:3F:8E:4F,19,2.4746374540223215,0
ICMP,87.30.235.131,101.52.98.105,25:1A:1A:05:81:75,BE:80:1C:A3:72:54,6,4.379690409682302,0
